code,title,crn,meets,professor,start_date
SCPP 46397,Directed Readings: Directed Readings: Residency,24736,TBA,J. Charlton,2024-01-16
SCPP 46937,Directed Readings: Biomedical Case Studies in Medicine,28852,W 7-8:30p,A. Cantrell,2024-01-16
SCPP 46937,Directed Readings: Biomedical Case Studies in Medicine: Biomedical Case Studies II,32946,T 7-8:30p,M. Hadad,2024-01-16
SCPP 48498,Research,28692,TBA,D. Vachon,2024-01-16
SCPP 48498,Research,29508,TBA,M. Fox,2024-01-16
SEI 30552,Social Entrepreneurship and Innovation,26370,TTh 11a-12:15p,M. Paulsen,2024-01-16
SEI 30903,Policy Lab: Sustainable Finance,33168,MW 5:05-6:20p,T. Kenney,2024-03-27
SEI 40090,Social Entrepreneurship and Innovation Practicum,27206,TBA,M. Paulsen,2024-01-16
SEI 40090,Social Entrepreneurship and Innovation Practicum,27236,TBA,M. Morris,2024-01-16
SEI 40834,"Marketing of Social Initiatives Causes, and Ventures",26369,TTh 3:30-4:45p,M. Morris,2024-01-16
SEI 40999,Consulting and Development,32622,T 5:30-6:45p; Th 6-9p,M. Morris,2024-01-16
SEI 41500,Idea Discovery Lab,26488,T 6-8:30p,S. Miller,2024-01-16
SEI 66600,Directed Readings,26636,TBA,M. Morris,2024-01-16
SMAC 20401,"Navigating Name, Image, and Likeness (and Ideas) at Notre Dame",27893,W 8-9:15a,D. Peloquin,2024-01-16
SMAC 20402,"Inside the NFL: Agent, Team, and Everything in Between",29734,W 7-8:15p,E. Lee,2024-02-21
SMAC 20402,"Inside the NFL: Agent, Team, and Everything in Between",29739,W 7-8:15p,E. Lee,2024-02-21
SMAC 20801,Art and Social Change,33043,F 1-3p,M. Hebbeler,2024-01-16
SMAC 30103,Sports and the Environment,27871,MW 9:30-10:45a,A. Coleman,2024-01-16
SMAC 30106,Media Entrepreneurship,27891,W 12:30-1:45p,C. Hedlin,2024-01-16
SMAC 30111,"Game Day Media: Play by Play, Color Analysis, and News Conference",31347,MW 9:30-10:45a,B. Ross,2024-01-16
SMAC 30112,Decolonizing Gaming: Critical Engagement Through Design and Play,31335,MW 12:30-1:45p,A. Bird,2024-01-16
SMAC 30301,Boxing in America: History and Practice,33068,MW 11a-12:15p,P. Griffin,2024-01-16
SMAC 30303,Sport and the Cold War,29319,MW 3:30-4:45p,J. Soares,2024-01-16
SMAC 30304,Sport and Society in the Ancient World,31336,MW 9:25-10:15a,L. Grillo,2024-01-16
SMAC 30605,Exercise Physiology: Celebrating What Your Body Can Do,31378,MW 11a-12:15p,C. Ocobock,2024-01-16
SMAC 30702,"Media Industries: History, Structure, Current Issues",27892,MW 3:30-4:45p,C. Becker,2024-01-16
SMAC 30703,Televised Sports Production: Storytelling and Technology,29278,MW 11a-12:15p,T. Mandell,2024-01-16
SMAC 30704,Play Like a Champion,32648,MW 2-3:15p,M. Payne,2024-01-16
SMAC 30903,Issues of Diversity in Young Adult Literature,33328,MW 9:30-10:45a,M. Macaluso,2024-01-16
SMAC 45901,Sports Media and Culture Internship,27863,TBA,TBD,2024-01-16
SMAC 46920,Directed Readings,27894,TBA,A. Coleman,2024-01-16
SMAC 47909,Capstone,27895,TBA,A. Coleman,2024-01-16
SMAC 47909,Capstone,29522,TBA,J. Kelly,2024-01-16
SMAC 47909,Capstone,29773,TBA,TBD,2024-01-16
SMAC 47909,Capstone,31337,TBA,C. Ocobock,2024-01-16
SMAC 47909,Capstone,31338,TBA,D. Raiha,2024-01-16
SMAC 47909,Capstone,32874,TBA,K. Walden,2024-01-16
SMAC 47909,Capstone,32875,TBA,TBD,2024-01-16
SMAC 47909,Capstone,32876,TBA,TBD,2024-01-16
SOC 10002,Introduction to Sociology,20279,TTh 2-3:15p,K. Christiano,2024-01-16
SOC 10002,Introduction to Sociology,26353,TTh 9:30-10:45a,T. McDonnell,2024-01-16
SOC 10002,Introduction to Sociology,33202,TTh 2-3:15p,K. Christiano,2024-01-16
SOC 10033,Introduction to Social Problems,21768,MW 9:30-10:45a,N. Bourman-Karns,2024-01-16
SOC 10342,Marriage and the Family,25185,TTh 9:30-10:45a,A. Ocobock,2024-01-16
SOC 10502,Surviving the Iron Cage: Organizations in a Complex World,32222,TTh 12:30-1:45p,T. Kay,2024-01-16
SOC 10722,Introduction to Social Psychology,28536,TTh 3:30-4:45p,E. Summers-Effler,2024-01-16
SOC 10732,Introduction to Criminology,25025,MW 5:05-6:20p,M. Thomas,2024-01-16
SOC 13181,Social Science University Seminar: USEM Soc Science: Comparative Moral Systems,21105,TTh 11a-12:15p,D. Gibson,2024-01-16
SOC 13181,Social Science University Seminar: USEM Soc Science: Reproduction and Parenting,28534,TTh 12:30-1:45p,E. McClintock,2024-01-16
SOC 13181,Social Science University Seminar: USEM Soc Science: Responding to International Crisis,21101,TTh 9:30-10:45a,S. Valenzuela,2024-01-16
SOC 13181,Social Science University Seminar: USEM Soc Science: Schooling and Civic Participation in American Society,27002,TTh 3:30-4:45p,D. Sikkink,2024-01-16
SOC 13181,Social Science University Seminar: USEM Soc Science: Sociology in Action,23341,TTh 12:30-1:45p,D. Hachen,2024-01-16
SOC 13181,Social Science University Seminar: USEM Soc Science: Sociology of Culture,21102,TTh 5:05-6:20p,L. Spillman,2024-01-16
SOC 20002,Introduction to Sociology,25726,TTh 9:30-10:45a,T. McDonnell,2024-01-16
SOC 20002,Introduction to Sociology,25819,TTh 9:30-10:45a,T. McDonnell,2024-01-16
SOC 20002,Introduction to Sociology,25820,TTh 9:30-10:45a,T. McDonnell,2024-01-16
SOC 20033,Introduction to Social Problems,25024,MW 9:30-10:45a,R. Williams,2024-01-16
SOC 20033,Introduction to Social Problems,32228,MW 9:30-10:45a,R. Williams,2024-01-16
SOC 20033,Introduction to Social Problems,32644,MW 9:30-10:45a,N. Bourman-Karns,2024-01-16
SOC 20342,Marriage and the Family,21092,TTh 9:30-10:45a,A. Ocobock,2024-01-16
SOC 20342,Marriage and the Family,21648,TTh 9:30-10:45a,A. Ocobock,2024-01-16
SOC 20342,Marriage and the Family,24671,TTh 9:30-10:45a,A. Ocobock,2024-01-16
SOC 20342,Marriage and the Family,32229,TTh 9:30-10:45a,A. Ocobock,2024-01-16
SOC 20502,Surviving the Iron Cage: Organizations in a Complex World,32856,TTh 12:30-1:45p,T. Kay,2024-01-16
SOC 20502,Surviving the Iron Cage: Organizations in a Complex World,32857,TTh 12:30-1:45p,T. Kay,2024-01-16
SOC 20722,Introduction to Social Psychology,28535,TTh 3:30-4:45p,E. Summers-Effler,2024-01-16
SOC 20722,Introduction to Social Psychology,32230,TTh 3:30-4:45p,E. Summers-Effler,2024-01-16
SOC 20722,Introduction to Social Psychology,32231,TTh 3:30-4:45p,E. Summers-Effler,2024-01-16
SOC 20722,Introduction to Social Psychology,32232,TTh 3:30-4:45p,E. Summers-Effler,2024-01-16
SOC 20732,Introduction to Criminology,21632,MW 5:05-6:20p,M. Thomas,2024-01-16
SOC 20732,Introduction to Criminology,22381,MW 5:05-6:20p,M. Thomas,2024-01-16
SOC 20732,Introduction to Criminology,24672,MW 5:05-6:20p,M. Thomas,2024-01-16
SOC 20732,Introduction to Criminology,28538,MW 5:05-6:20p,M. Thomas,2024-01-16
SOC 20806,Race & Ethnicity in the United States: Social Constructs with Real World Consequences,32223,MW 11a-12:15p,C. Zimmermann,2024-01-16
SOC 20806,Race & Ethnicity in the United States: Social Constructs with Real World Consequences,32235,MW 11a-12:15p,C. Zimmermann,2024-01-16
SOC 30119,The Asian American Experience,32355,MW 11a-12:15p,J. Huynh,2024-01-16
SOC 30145,Immigrant America,32639,MW 2-3:15p,J. Huynh,2024-01-16
SOC 30900,Foundations of Sociological Theory,23295,TTh 3:30-4:45p,K. Christiano,2024-01-16
SOC 30900,Foundations of Sociological Theory,24638,MW 9:30-10:45a,S. Valenzuela,2024-01-16
SOC 30902,Methods Sociological Research,21065,TTh 2-3:15p,D. Hachen,2024-01-16
SOC 30902,Methods Sociological Research,23985,MW 11a-12:15p,R. Williams,2024-01-16
SOC 30903,Statistics for Sociological Research,21081,TTh 12:30-1:45p,D. Sikkink,2024-01-16
SOC 30903,Statistics for Sociological Research,27004,TTh 12:30-1:45p,D. Sikkink,2024-01-16
SOC 33090,Proseminar,20747,F 12:50-1:40p,M. Thomas,2024-01-16
SOC 35900,Sociology Research Apprenticeship,24673,TBA,M. Thomas,2024-01-16
SOC 40050,"Social Movements, Conflict and Peacebuilding",33111,MW 11a-12:15p,A. Mische,2024-01-16
SOC 40416,Israel-Palestine Conflict through Films,33112,MW 9:30-10:45a,A. Omer,2024-01-16
SOC 40555,Social Movements for Health and Disability Justice,28544,MW 2-3:15p,D. Moss,2024-01-16
SOC 40555,Social Movements for Health and Disability Justice,32236,MW 2-3:15p,D. Moss,2024-01-16
SOC 40881,"RACE, ETHNICITY, AND THE CONSTRUCTION OF LATIN@ IDENTITIES IN THE US",32296,MW 9:30-10:45a,R. Cadena,2024-01-16
SOC 40881,"RACE, ETHNICITY, AND THE CONSTRUCTION OF LATIN@ IDENTITIES IN THE US",32297,MW 9:30-10:45a,R. Cadena,2024-01-16
SOC 43585,Resisting Change,32224,TTh 12:30-1:45p,R. McVeigh,2024-01-16
SOC 43585,Resisting Change,32239,TTh 12:30-1:45p,R. McVeigh,2024-01-16
SOC 43585,Resisting Change,33113,TTh 12:30-1:45p,R. McVeigh,2024-01-16
SOC 43590,Sociology of Economic Life,28546,TTh 2-3:15p,L. Spillman,2024-01-16
SOC 43590,Sociology of Economic Life,29070,TTh 2-3:15p,L. Spillman,2024-01-16
SOC 43590,Sociology of Economic Life,33115,TTh 2-3:15p,L. Spillman,2024-01-16
SOC 43787,Social Consequences of Mass Incarceration,32225,MW 11a-12:15p,A. Haskins,2024-01-16
SOC 43787,Social Consequences of Mass Incarceration,32242,MW 11a-12:15p,A. Haskins,2024-01-16
SOC 43787,Social Consequences of Mass Incarceration,33126,MW 11a-12:15p,A. Haskins,2024-01-16
SOC 43818,The Sociology of Sexuality,26714,TTh 11a-12:15p,A. Ocobock,2024-01-16
SOC 43818,The Sociology of Sexuality,27006,TTh 11a-12:15p,A. Ocobock,2024-01-16
SOC 43818,The Sociology of Sexuality,33127,TTh 11a-12:15p,A. Ocobock,2024-01-16
SOC 45000,Sociology Internship,21764,TBA,M. Thomas,2024-01-16
SOC 46000,Directed Readings,21765,TBA,M. Thomas,2024-01-16
SOC 46000,Directed Readings,25379,TBA,K. Beyerlein,2024-01-16
SOC 46000,Directed Readings,25868,TBA,C. Smith,2024-01-16
SOC 46000,Directed Readings,26570,TBA,E. McDonnell,2024-01-16
SOC 48000,Directed Research in Sociology,23380,TBA,M. Thomas,2024-01-16
SOC 48000,Directed Research in Sociology,23802,TBA,M. Thomas,2024-01-16
SOC 48000,Directed Research in Sociology,24124,TBA,D. Hachen,2024-01-16
SOC 48000,Directed Research in Sociology,24754,TBA,W. Carbonaro,2024-01-16
SOC 48000,Directed Research in Sociology,26542,TBA,E. Summers-Effler,2024-01-16
SOC 48000,Directed Research in Sociology,26563,TBA,E. McClintock,2024-01-16
SOC 48009,Senior Thesis Capstone Project,21766,TBA,K. Beyerlein,2024-01-16
SOC 48009,Senior Thesis Capstone Project,21767,TBA,D. Gibson,2024-01-16
SOC 48009,Senior Thesis Capstone Project,23342,TBA,M. McKenna,2024-01-16
SOC 48009,Senior Thesis Capstone Project,23343,TBA,M. Thomas,2024-01-16
SOC 48009,Senior Thesis Capstone Project,23344,TBA,E. McClintock,2024-01-16
SOC 48009,Senior Thesis Capstone Project,23345,TBA,S. Alvarado,2024-01-16
SOC 48009,Senior Thesis Capstone Project,24639,TBA,R. McVeigh,2024-01-16
SOC 48009,Senior Thesis Capstone Project,24640,TBA,T. McDonnell,2024-01-16
SOC 48009,Senior Thesis Capstone Project,24641,TBA,A. Langenkamp,2024-01-16
SOC 48009,Senior Thesis Capstone Project,24674,TBA,L. Spillman,2024-01-16
SOC 48009,Senior Thesis Capstone Project,24675,TBA,W. Carbonaro,2024-01-16
SOC 48009,Senior Thesis Capstone Project,24724,TBA,A. Ocobock,2024-01-16
SOC 48009,Senior Thesis Capstone Project,25029,TBA,E. Summers-Effler,2024-01-16
SOC 48009,Senior Thesis Capstone Project,25219,TBA,D. Sikkink,2024-01-16
SOC 48009,Senior Thesis Capstone Project,25231,TBA,K. Christiano,2024-01-16
SOC 48009,Senior Thesis Capstone Project,25235,TBA,C. Smith,2024-01-16
SOC 48009,Senior Thesis Capstone Project,25237,TBA,E. McDonnell,2024-01-16
SOC 48009,Senior Thesis Capstone Project,25246,TBA,D. Hachen,2024-01-16
SOC 48009,Senior Thesis Capstone Project,25884,TBA,A. Haskins,2024-01-16
SOC 48009,Senior Thesis Capstone Project,26540,TBA,S. Zhang,2024-01-16
SOC 48009,Senior Thesis Capstone Project,26543,TBA,C. Zimmermann,2024-01-16
SOC 48009,Senior Thesis Capstone Project,29771,TBA,R. Williams,2024-01-16
SOC 48009,Senior Thesis Capstone Project,32928,TBA,D. Moss,2024-01-16
SOC 61997,Linear Regression Lab,32243,F 11:30a-12:20p,S. Duenas,2024-01-16
SOC 63092,Proseminar II,22627,M 10-11a,K. Beyerlein,2024-01-16
SOC 63120,The Culture and Theory Workshop,29428,F 1:30-3p,T. McDonnell,2024-01-16
SOC 63279,CREO Seminar,20957,M 3:30-5p,S. Alvarado,2024-01-16
SOC 63578,Training Seminar: Social Movements and Politics,24642,T 9-10a,R. McVeigh,2024-01-16
SOC 63691,Research and Analysis in Sociology of Religion,25734,W 10-11:40a,K. Beyerlein,2024-01-24
SOC 63810,Race & Ethnicity Training Seminar,26979,F 10-11a,C. Zimmermann,2024-01-16
SOC 63820,Sociology of Organizations,32783,W 12:30-3:15p,E. McDonnell,2024-01-16
SOC 63822,Gender Workshop,25837,F 3-4:40p,E. McClintock,2024-01-26
SOC 63826,Social Stratification,32226,Th 12:30-3:15p,W. Carbonaro,2024-01-16
SOC 63922,Contemporary Theory,25697,W 3:30-6:15p,A. Mische,2024-01-16
SOC 63977,Ethnography Workshop,28892,Th 9-10:40a,E. Summers-Effler,2024-01-16
SOC 63980,Qualitative Methods,28549,T 12:30-3:15p,D. Moss,2024-01-16
SOC 63997,Linear Regression,32227,TTh 11a-12:15p,S. Alvarado,2024-01-16
SOC 78599,Thesis Direction,20471,TBA,K. Beyerlein,2024-01-16
SOC 98200,Dissertation Completion,23188,TBA,K. Beyerlein,2024-01-16
SOC 98699,Research and Dissertation,20755,TBA,K. Beyerlein,2024-01-16
SOC 98699,Research and Dissertation,21713,TBA,K. Beyerlein,2024-01-16
SOC 98700,Nonresident Dissertation Research,20467,TBA,K. Beyerlein,2024-01-16
STV 10115,Microbes and Man,28986,TTh 11a-12:15p,P. Vaughan,2024-01-16
STV 10119,Evolution and Society,26919,MWF 10:30-11:20a,K. Filchak,2024-01-16
STV 20101,"Fundamentals of Technology, Ethics, & Society ",29139,TTh 11a-12:15p,C. Turner,2024-01-16
STV 20111,Archaeology of Hacking: Everything You Wanted to Know About Hacking But Were Afraid to Ask,28992,TTh 2-3:15p,L. Rosado Murillo,2024-01-16
STV 20202,Design Matters: Into to Design Thinking,29292,MW 2-3:15p,A. Conrado,2024-01-16
STV 20204,Global Cultural Worlds: Fundamentals of Social and Cultural Anthropology,25814,MW 2-3:15p,A. Paylor,2024-01-16
STV 20255,The Technoscientific Self,32049,TTh 9:30-10:45a,V. Chan,2024-01-16
STV 20300,"Global Change, Water & Energy",29097,MW 9-10:15a,K. Quardokus Fisher,2024-01-16
STV 20306,Environmental Chemistry,21077,TTh 2-3:15p,P. Kamat,2024-01-16
STV 20311,Health & Culture: Introduction to Medical Anthropology,31369,TTh 2-3:15p,A. Seale-Feldman,2024-01-16
STV 20331,Introduction to Criminology,22715,MW 5:05-6:20p,M. Thomas,2024-01-16
STV 20556,"Science, Technology, and Society",32093,TTh 12:30-1:45p,P. Gamez,2024-01-16
STV 20556,"Science, Technology, and Society",33273,TTh 12:30-1:45p,P. Gamez,2024-01-16
STV 20600,Natural Science Drawing,32757,TTh 11a-12:15p,K. Harrington,2024-01-16
STV 20601,"Measuring Nature, Measuring Humanity",33274,TTh 3:30-4:45p,K. Kim,2024-01-16
STV 20617,Philosophy of Science,32962,TTh 9:30-10:45a,P. Shields,2024-01-16
STV 20626,Theology and Ecology,28959,MW 12:30-1:45p,T. Ehrman,2024-01-16
STV 20700,Sustainable Development in a Changing World ,29053,MWF 10:30-11:20a,W. McGillis,2024-01-16
STV 20888,"Science, Theology, and Creation",25864,MWF 9:25-10:15a,T. Ehrman,2024-01-16
STV 20983,History of Food,29050,MW 2-2:50p,J. Specht,2024-01-16
STV 23200,Sustainability and Collapse,32770,TTh 3:30-4:45p,D. Glowacki,2024-01-16
STV 25000,Intro to Sustainable Development,28876,TTh 9:30-10:45a,T. Purekal,2024-03-18
STV 30005,"Connecting Asia: Pasts, Presents, & Futures",29052,TTh 12:30-1:45p,A. Hsu,2024-01-16
STV 30007,Simulating Politics and Global Affairs,32909,MW 2-3:15p,T. Mustillo,2024-01-16
STV 30023,Media and Politics,26476,TTh 9:30-10:45a,D. Davis,2024-01-16
STV 30055,"From Narratives to Data: Social Networks, Geographical Mobility, & Criminals of Early Chinese Empire",32759,TTh 12:30-1:45p,L. Cai,2024-01-16
STV 30108,History of American Capitalism,29252,TTh 2-3:15p,K. Garibaldi,2024-01-16
STV 30114,Sports & the Environment,28803,MW 9:30-10:45a,A. Coleman,2024-01-16
STV 30117,Brain on Fire: A Holistic Exploration of Neuroinflammation,32094,TTh 9:30-10:45a,S. Srinivasan,2024-01-16
STV 30117,Brain on Fire: A Holistic Exploration of Neuroinflammation,32885,TTh 9:30-10:45a,S. Srinivasan,2024-01-16
STV 30117,Brain on Fire: A Holistic Exploration of Neuroinflammation,32886,TTh 9:30-10:45a,S. Srinivasan,2024-01-16
STV 30118,Germany and the Environment ,32902,TTh 11a-12:15p,T. Boes,2024-01-16
STV 30123,That's What She Said: The Story of Hu(wo)man Evolution,32896,MW 9:30-10:45a,C. Ocobock,2024-01-16
STV 30132,U.S. Environmental History,28795,TTh 3:30-4:45p,J. Coleman,2024-01-16
STV 30147,Media Entrepreneurship,29134,W 12:30-1:45p,C. Hedlin,2024-01-16
STV 30150,Decolonizing Gaming: Critical Engagement Through Design and Play,29297,MW 12:30-1:45p,A. Bird,2024-01-16
STV 30154,Disability in American History and Culture,32650,TTh 9:30-10:45a,L. Daen,2024-01-16
STV 30202,International Conservation and Development Politics,32653,TTh 12:30-1:45p,D. Miller,2024-01-16
STV 30408,Global Environmental Issues & Policy,29071,TTh 11a-12:15p,E. Adams,2024-01-16
STV 30411,"Application, Ethics, and Governance of AI",32654,TTh 3:30-4:45p,Y. Lee,2024-01-16
STV 30456,"From Humors to Hysteria: Human Political Bodies in European History, 1517-1918",32905,TTh 11a-12:15p,K. Jarvis,2024-01-16
STV 30461,History of Television,29074,MW 12:30-1:45p,C. Becker,2024-01-16
STV 30493,Policy Lab: Global Challenges to National Security ,32906,TTh 5:05-6:15p,F. Taylor,2024-03-28
STV 30550,Foundations of Global Health,28793,TTh 11a-12:15p,M. Donahue,2024-01-16
STV 30553,Social Entrepreneurship and Innovation ,29301,TTh 11a-12:15p,M. Paulsen,2024-01-16
STV 30559,Environmental Economics,28368,TTh 12:30-1:45p,S. Meng,2024-01-16
STV 30635, Drunk on Film: The Psychology of Storytelling with Alcohol and its Effects on Alcohol Consumption,26492,W 4-6:30p,A. Venter,2024-01-16
STV 30750,Generative AI in the Wild,32656,MW 3:30-4:45p,R. Dhaliwal,2024-01-16
STV 30800,"Climate, Economics, & Business Ethics",33080,MW 8-9:15a,J. McManus Warnell,2024-01-16
STV 30858,"The Digital Economy ""the economics of Big Tech""",32831,TTh 9:30-10:45a,M. Flannery,2024-01-16
STV 30877,Cities & Suburbs in Postwar America ,29048,TTh 12:30-1:45p,S. Koeth,2024-01-16
STV 30890,"Media Industries: History, Structure, Current Issues",28702,MW 3:30-4:45p,C. Becker,2024-01-16
STV 30900,Foundations of Sociological Theory,24637,TTh 3:30-4:45p,K. Christiano,2024-01-16
STV 30902,Methods Sociological Research,22670,TTh 2-3:15p,D. Hachen,2024-01-16
STV 30986,Blueprint for Modernity: A Modern History,28727,TTh 2-3:15p,T. Beatty,2024-01-16
STV 33022,Towards a history of psychology. Ancient and medieval therapies of the soul,32910,MW 11a-12:15p,W. Stock,2024-01-16
STV 33101,Evolutionary Medicine and Early Life Origins of Health ,32832,TTh 9:30-10:45a,L. Gettler,2024-01-16
STV 33104,"Nothing is True and Everything is Possible: Politics, Media, and War in Putin’s Russia",32903,TTh 3:30-4:45p,S. Griffin,2024-01-16
STV 33333,Design Anthropology,32897,TTh 12:30-1:45p,E. Haanstad,2024-01-16
STV 33996,AI for Good,29137,TTh 9:30-10:45a,G. Curto Rex,2024-01-16
STV 33997,Internet Ethics,29298,TTh 2-3:15p,C. Turner,2024-01-16
STV 33999,"Engineering Seminar: Technology, Self and Society",27165,TTh 11a-12:15p,M. Levis,2024-01-16
STV 40105,Future of Labor,32907,TTh 9:30-10:45a,Y. Lee,2024-01-16
STV 40121,Visual Communication Design 10,32895,TTh 12:30-3:15p,N. Verma,2024-01-16
STV 40151,Psychology and Medicine,21440,MW 3:30-4:45p,K. Kolberg,2024-01-16
STV 40196,Theories of Media and Technology,27028,MW 5:05-6:20p,R. Dhaliwal,2024-01-16
STV 40206,Biosocial Determinants of Health,26547,MW 11a-12:15p,M. Donahue,2024-01-16
STV 40222,Life Cycle Assessment,33131,W 3:30-6:15p,E. Grubert,2024-01-16
STV 40300,"The Commons: Tangible, Intangible and Otherwise",32948,TTh 11a-12:15p,L. Rosado Murillo,2024-01-16
STV 40301,Digital Peacebuilding & Peacetech ,32758,W 12:30-3:15p,L. Schirch,2024-01-16
STV 40409,"Peace, Ecology, and Integral Human Development",33132,TTh 9:30-10:45a,E. Katongole,2024-01-16
STV 40431,Anthropocene in Liberian literature and culture,29325,MW 12:30-1:45p,P. Aguilera-Mellado,2024-01-16
STV 40440,A.I.D.S.,32088,MW 11a-12:15p,P. Aguilera-Mellado,2024-01-16
STV 40511,Ethics of Data Analytics,26412,TTh 12:30-1:45p,G. Curto Rex,2024-01-16
STV 40534,Economics of Climate Change,29044,TTh 11a-12:15p,N. Mark,2024-01-16
STV 40590,Law and Utopia In Atlantic America,33128,MW 2-3:15p,C. Johnson-Roullier,2024-01-16
STV 40610,Cities & Economic Geography,32835,TTh 2-3:15p,M. Hoelzlein,2024-01-16
STV 40707,"Lies, Damn Lies, & Statistics: Quantitative Methods for Anthropology",29055,W 11a-1:45p,M. Golitko,2024-01-16
STV 40825,Gender and Health,32761,MW 11a-12:15p,V. Smith Allen,2024-01-16
STV 40834,"Marketing of Social Initiatives, Causes, & Ventures",29352,TTh 3:30-4:45p,M. Morris,2024-01-16
STV 40851,Visualizing Politics,32912,TTh 2-3:15p,M. Coppedge,2024-01-16
STV 40999,Consulting and Development,32756,T 5:30-6:45p; Th 6-9p,M. Morris,2024-01-16
STV 43255,Archaeology & Material Culture,32762,MW 12:30-1:45p,M. Schurr,2024-01-16
STV 43590,Sociology of Economic Life,33245,TTh 2-3:15p,L. Spillman,2024-01-16
STV 43818,Sociology of Sexuality,29047,TTh 11a-12:15p,A. Ocobock,2024-01-16
STV 46497,Directed Readings/Research,22799,TBA,A. Geltzer,2024-01-16
STV 46497,Directed Readings/Research,25442,TBA,TBD,2024-01-16
STV 46497,Directed Readings/Research,25914,TBA,TBD,2024-01-16
STV 48497,Undergraduate Research,24078,TBA,A. Geltzer,2024-01-16
SUS 10700,Sustainable Development in a Changing World ,26840,MWF 10:30-11:20a,W. McGillis,2024-01-16
SUS 20010,Sustainability: Principles and Practices,23550,TTh 9:30-10:45a,P. Sakimoto,2024-01-16
SUS 20010,Sustainability: Principles and Practices,28033,TTh 12:30-1:45p,D. Javeline,2024-01-16
SUS 20200,Introduction to Ecological Horticulture,26853,F 1:20-3:15p,T. Zimmerman-Niemier,2024-01-16
SUS 20203,Design Matters: Introduction to Design Thinking ,26962,MW 2-3:15p,A. Conrado,2024-01-16
SUS 20204,Environmental Chemistry,28771,TTh 2-3:15p,P. Kamat,2024-01-16
SUS 20626,Theology and Ecology,24651,MW 12:30-1:45p,T. Ehrman,2024-01-16
SUS 20626,Theology and Ecology,25822,MW 2-3:15p,T. Ehrman,2024-01-16
SUS 20888,"Science, Theology, and Creation",25821,MWF 9:25-10:15a,T. Ehrman,2024-01-16
SUS 25000,Introduction to Sustainable Development,26402,TTh 9:30-10:45a,T. Purekal,2024-03-18
SUS 30112,Germany and the Environment,32853,TTh 11a-12:15p,T. Boes,2024-01-16
SUS 30113,Sports and the Environment,27872,MW 9:30-10:45a,A. Coleman,2024-01-16
SUS 30202,International Conservation and Development Politics,32985,TTh 12:30-1:45p,D. Miller,2024-01-16
SUS 30312,General Ecology,25168,TTh 11a-12:15p,R. Sensenig,2024-01-16
SUS 30408,Global Environmental Issues and Policy,29081,TTh 11a-12:15p,E. Adams,2024-01-16
SUS 30559,Environmental Economics,28369,TTh 12:30-1:45p,S. Meng,2024-01-16
SUS 30632,American Environmental History,28297,TTh 3:30-4:45p,J. Coleman,2024-01-16
SUS 38002,Capstone Independent Research Prep ,26910,TBA,P. Sakimoto,2024-01-16
SUS 40409,"Peace, Ecology, and Integral Human Development",32868,TTh 9:30-10:45a,E. Katongole,2024-01-16
SUS 48001,Sustainability Capstone Independent Research,29564,TBA,P. Sakimoto,2024-01-16
SUS 48002,Sustainability Capstone Independent Research,23377,TBA,P. Sakimoto,2024-01-16
TEC 20101,Fundamentals of Technology Ethics and Society,28662,TTh 11a-12:15p,C. Turner,2024-01-16
TEC 20111,Archaeology of Hacking: Everything You Wanted to Know About Hacking But Were Afraid to Ask,29006,TTh 2-3:15p,L. Rosado Murillo,2024-01-16
TEC 30113,Decolonizing Gaming: Critical Engagement Through Design and Play,28895,MW 12:30-1:45p,A. Bird,2024-01-16
TEC 30114,Auditing AI: An Introduction,32097,MW 8-9:15a,C. Kormylo,2024-01-16
TEC 30205,"Application, Ethics, and Governance of AI ",32620,TTh 3:30-4:45p,Y. Lee,2024-01-16
TEC 30750,Generative AI in the Wild,32589,MW 3:30-4:45p,R. Dhaliwal,2024-01-16
TEC 33997,Internet Ethics,28946,TTh 2-3:15p,C. Turner,2024-01-16
TEC 33998,AI for Good,28944,TTh 9:30-10:45a,G. Curto Rex,2024-01-16
TEC 33999,"Technology, Self and Society",28860,TTh 11a-12:15p,M. Levis,2024-01-16
TEC 40204,Future of Labor,28349,TTh 9:30-10:45a,Y. Lee,2024-01-16
TEC 40301,Ethics of Data Analytics,28832,TTh 2-3:15p,G. Curto Rex,2024-01-16
TEC 40301,Ethics of Data Analytics,28835,TTh 12:30-1:45p,G. Curto Rex,2024-01-16
THEO 10001,Foundations of Theology: Biblical/Historical,20218,MW 12:30-1:45p,R. Borello-Wise,2024-01-16
THEO 10001,Foundations of Theology: Biblical/Historical,20417,TTh 12:30-1:45p,A. Pagliarini,2024-01-16
THEO 10001,Foundations of Theology: Biblical/Historical,20523,TTh 3:30-4:45p,G. Reynolds,2024-01-16
THEO 10001,Foundations of Theology: Biblical/Historical,20552,MWF 11:30a-12:20p,L. Christensen,2024-01-16
THEO 10001,Foundations of Theology: Biblical/Historical,20921,MW 2-3:15p,R. Borello-Wise,2024-01-16
THEO 10001,Foundations of Theology: Biblical/Historical,21696,TTh 11a-12:15p,K. Grove,2024-01-16
THEO 10001,Foundations of Theology: Biblical/Historical,25015,MWF 10:30-11:20a,K. Amadi,2024-01-16
THEO 10001,Foundations of Theology: Biblical/Historical,25220,MW 9:30-10:45a,K. Cavadini,2024-01-16
